0,-182.84434994794,-77.7233219824515,-77.977099412952,-90.419054085573,-59.6008677563431,-48.1077856228475,-50.3138117302284
1.95360195360195,-176.901385108523,-77.7473196922019,-77.9717066765075,-89.6008456564683,-59.2475412356879,-48.0495498970098,-50.3406510191626
3.90720390720391,-177.068914726353,-77.8283287888897,-77.9736658849868,-87.4094102920571,-58.3892992467161,-47.9228735525139,-50.4512402338664
5.86080586080586,-183.148730246892,-77.9887515184965,-78.0286431891114,-84.4502683391185,-57.4057334863371,-47.8390077707212,-50.7193422584671
7.81440781440781,-176.467816392573,-78.253334563596,-78.1905155269368,-81.2842361342665,-56.5808953526921,-47.9131386456253,-51.2296870018972
9.76800976800977,-177.212385093249,-78.6374271567078,-78.5034965647595,-78.2455637407399,-56.0709078264638,-48.2311706132126,-52.0548363736867
11.7216117216117,-183.731254726084,-79.1383583530873,-78.990670523801,-75.4928776319426,-55.9599717482743,-48.8468468321956,-53.2486960994042
13.6752136752137,-175.702174755306,-79.7309595255238,-79.6463510013502,-73.0933701325042,-56.3036030291821,-49.790923451891,-54.8497965925412
15.6288156288156,-177.72744069603,-80.3673826965257,-80.4283366326113,-71.0727440002243,-57.1527662380269,-51.0805948606235,-56.8871704350425
17.5824175824176,-182.980010759143,-80.9815879991076,-81.250656923346,-69.4387199563338,-58.5701018431047,-52.7260202386686,-59.3855974323867
19.5360195360195,-174.771119818213,-81.4981486581641,-81.9870462702731,-68.1914318154373,-60.6470756319437,-54.7343204710259,-62.3696028433417
21.4896214896215,-179.370830321621,-81.8437075009327,-82.5027357231395,-67.3279206633923,-63.5282484997075,-57.1120592904973,-65.8665820151327
23.4432234432234,-179.640219083369,-81.9603221727519,-82.7122385138682,-66.8439507948272,-67.4284753215676,-59.8670623121554,-69.9096784750813
25.3968253968254,-174.095718595361,-81.8207638836441,-82.6146434323011,-66.7345121176473,-72.3501088648894,-63.0102158775336,-74.5411310304624
27.3504273504273,-184.510941691039,-81.4392484096066,-82.2670308601914,-66.9935532382621,-75.5722772100813,-66.5577346345704,-79.816827441604
29.3040293040293,-175.736470112267,-80.8654850892913,-81.7320065514863,-67.61311102916,-74.2782164256175,-70.533930013601,-85.8116582620838
31.2576312576313,-174.521596906121,-80.1627920584692,-81.0526245617925,-68.5818090899783,-72.8880471644203,-74.9717662134371,-92.6141593499999
33.2112332112332,-185.560836381533,-79.3876688722278,-80.2598472970763,-69.8825896026673,-72.5892013236989,-79.8933538928273,-100.212878801583
35.1648351648352,-173.030057968827,-78.5835949889645,-79.3892963530681,-71.4894936652617,-73.185794226856,-85.178183682272,-107.70237354972
37.1184371184371,-178.369775965205,-77.7858986107079,-78.4886347575969,-73.3633206217594,-74.4739467243787,-90.0353557273522,-112.271334947168
39.0720390720391,-174.542959138263,-77.027547555526,-77.6120322359376,-75.4461069070915,-76.3220814772732,-92.8268699769117,-114.395038455294
41.025641025641,-173.513159396186,-76.3396555948076,-76.8089427421359,-77.6547673043261,-78.6512960263592,-93.8409007709489,-116.299783939327
42.979242979243,-177.269939324098,-75.7472355781014,-76.1149828061435,-79.8759875193166,-81.4247624533369,-94.6842662113764,-118.281804704063
44.9328449328449,-171.038018217314,-75.2640489824308,-75.547729966971,-81.9701798057823,-84.6477623347599,-95.9475096148802,-120.20573274866
46.8864468864469,-182.900319466553,-74.8898377132105,-75.106888671419,-83.800770291607,-88.3759053277321,-97.6936836614084,-122.014507756567
48.8400488400488,-169.168500654795,-74.611534173495,-74.7778861703402,-85.2944679260504,-92.7347112989105,-99.8785812975128,-123.703776731905
50.7936507936508,-188.460968280411,-74.4087934806326,-74.5384489432946,-86.4892267722621,-97.9559525178335,-102.423641169272,-125.276504328958
52.7472527472527,-167.609253868148,-74.2627156644862,-74.3673632701968,-87.5126283558178,-104.323972880215,-105.166407449049,-126.74689043745
54.7008547008547,-172.702525080863,-74.164366953597,-74.2528906971848,-88.5142863299314,-110.36979894566,-107.728866585705,-128.139154537397
56.6544566544567,-169.91487630469,-74.1184027289605,-74.1966244511215,-89.6205564179575,-110.875890512941,-109.491951781984,-129.472405560267
58.6080586080586,-162.791077249176,-74.1391454875196,-74.2101639730149,-90.9313248311123,-110.347250053205,-110.16001174233,-130.757935616587
60.5616605616606,-161.12482541092,-74.240649932011,-74.3057874818567,-92.5408356984315,-111.452616070577,-110.19401352426,-132.009022603855
62.5152625152625,-120.545629015271,-74.4242878074834,-74.4809698214235,-94.5691937452241,-114.144532797263,-110.179219976353,-133.242855973775
